Title,Rating,Director,Gross,MPAA Rating,Users Reviews Count,Critics Reviews Count,Ratings Number,Oscar Awards,Total Wins,Total Nom,Year,After 2002
Splice ,5.7,Vincenzo Natali,27127620.0,R,435,381,9600,0,4,23,2009,1
Solitary Man ,6.3,Brian Koppelman,5682554.0,R,67,118,1600,0,2,3,2009,1
Scott Pilgrim vs. the World ,7.5,Edgar Wright,48917974.0,PG-13,797,433,40600,0,17,64,2010,1
Stone ,5.4,Edgar Wright,10300416.0,PG-13,797,433,40600,0,17,64,2010,1
Salt ,6.4,Phillip Noyce,293503354.0,PG-13,621,348,30600,0,4,16,2010,1
Season of the Witch ,5.4,Dominic Sena,91627228.0,PG-13,272,292,9300,0,0,2,2011,1
Sherlock Holmes: A Game of Shadows ,7.5,Guy Ritchie,543848418.0,PG-13,481,258,43700,0,3,11,2011,1
Scream 4 ,6.2,Wes Craven,97231420.0,R,610,441,13600,0,1,6,2011,1
Setup ,4.4,Wes Craven,2140476.0,R,610,441,13600,0,1,6,2011,1
Straw Dogs ,5.8,Rod Lurie,11168712.0,R,163,197,3400,0,0,2,2011,1
The Witches of Eastwick ,6.6,George Miller,63766510.0,R,158,69,6700,0,5,13,1987,0
The Crying Game ,7.3,Neil Jordan,62548947.0,R,187,59,5400,1,22,46,1992,0
The Program ,6.5,Michael Caton-Jones,23032565.0,R,102,47,5100,0,2,2,1993,0
The Good Son ,6.4,Joseph Ruben,60613008.0,R,175,55,4000,0,1,2,1993,0
The Client ,6.8,Joel Schumacher,117615211.0,PG-13,125,55,6400,0,3,4,1994,0
The Santa Clause ,6.5,John Pasquin,190539357.0,PG,164,87,10600,0,2,8,1994,0
The Basketball Diaries ,7.3,John Pasquin,2402438.0,PG,164,87,10600,0,2,8,1995,0
The Quick and the Dead ,6.5,Sam Raimi,18636537.0,R,283,81,9000,0,0,1,1995,0
The Nutty Professor ,5.6,Tom Shadyac,273961019.0,PG-13,138,52,11500,1,10,12,1996,0
The Fan ,5.9,Tony Scott,18626419.0,R,117,59,4800,0,1,3,1996,0
Twister ,6.4,Jan de Bont,494471524.0,PG-13,480,135,18800,0,11,17,1996,0
The Borrowers ,5.9,Peter Hewitt,22619589.0,PG,49,46,2200,0,1,4,1997,0
The Big Hit ,6.1,Terrence Malick,27007143.0,R,1500,183,18200,0,21,47,1998,0
Twilight ,6.2,Terrence Malick,15055091.0,R,1500,183,18200,0,21,47,1998,0
The Newton Boys ,6.1,Terrence Malick,10452012.0,R,1500,183,18200,0,21,47,1998,0
The Wedding Singer ,6.9,Frank Coraci,123306987.0,PG-13,382,99,14300,0,5,7,1998,0
The Parent Trap ,6.6,Nancy Meyers,92108659.0,PG,315,62,12900,0,2,7,1998,0
The Cider House Rules ,7.4,Lasse Hallström,88545092.0,PG-13,437,121,9600,2,8,30,1999,0
The Yards ,6.4,James Gray,924036.0,R,141,82,2100,0,3,2,2000,0
The Corruptor ,6.1,James Foley,24493601.0,R,141,96,1800,0,0,1,1999,0
The Kid ,6.1,Jon Turteltaub,110317580.0,PG,148,93,4200,0,1,3,2000,0
The Original Kings of Comedy ,6.8,Spike Lee,38182790.0,R,85,55,5700,0,0,3,2000,0
The Way of the Gun ,6.7,Spike Lee,13200972.0,R,85,55,5700,0,0,3,2000,0
The Replacements ,6.6,Jonathan Lynn,50054511.0,R,334,56,11700,0,0,6,2000,0
The Skulls ,5.6,Rob Cohen,50802120.0,PG-13,197,91,3200,0,0,1,2000,0
Turn It Up ,4.2,Robert Adetuyi,1247949.0,R,9,24,1300,0,0,1,2000,0
The Adventures of Rocky & Bullwinkle ,4.2,Des McAnuff,35134820.0,PG,204,54,2000,0,2,6,2000,0
The Art of War ,5.7,Christian Duguay,40400425.0,R,179,97,3000,0,0,11,2000,0
The Legend of Bagger Vance ,6.7,Robert Redford,39459427.0,PG-13,292,90,5600,0,2,11,2000,0
The 6th Day ,5.9,Roger Spottiswoode,96085477.0,PG-13,329,149,12000,0,0,8,2000,0
The Beach ,6.7,Danny Boyle,144056873.0,R,622,120,23200,0,0,7,2000,0
The Brothers ,6.4,Gary Hardwick,27958191.0,R,45,51,4600,0,1,8,2001,0
The Fluffer ,5.7,Richard Glatzer,599523.0,R,41,36,2900,0,1,0,2001,0
The Last Castle ,7.0,Rod Lurie,27642707.0,R,345,96,7700,0,1,4,2001,0
The Musketeer ,4.8,Peter Hyams,32533802.0,PG-13,297,113,1400,0,0,1,2001,0
The One ,5.9,James Wong,74005691.0,PG-13,312,101,9100,0,0,4,2001,0
The Others ,7.6,Alejandro Amenábar,209947037.0,PG-13,1200,167,35400,0,29,55,2001,0
The Princess Diaries ,6.4,Garry Marshall,165335153.0,G,347,108,13700,0,3,11,2001,0
The Royal Tenenbaums ,7.6,Wes Anderson,71444482.0,R,100,232,28000,0,11,46,2001,0
The Shipping News ,6.7,Lasse Hallström,24690441.0,R,215,121,3300,0,2,13,2001,0
The Wash ,4.8,Lasse Hallström,10229331.0,R,215,121,3300,0,2,13,2001,0
Tomcats ,5.4,Gregory Poirier,23430766.0,R,129,77,1800,0,0,2,2001,0
Das Experiment ,7.7,Oliver Hirschbiegel,13782896.0,R,182,115,9300,0,14,14,2001,0
The Majestic ,6.9,Frank Darabont,37317673.0,PG,397,111,5400,0,3,1,2001,0
The Wedding Planner ,5.3,Adam Shankman,94728529.0,PG-13,244,111,7900,0,2,6,2001,0
The Parole Officer ,6.4,John Duigan,4424253.0,R,69,28,6800,0,0,2,2001,0
The Pianist ,8.5,Roman Polanski,120072577.0,R,100,136,78000,3,57,74,2002,0
The Adventures of Pluto Nash ,3.8,Ron Underwood,7103973.0,PG-13,199,63,2500,0,1,12,2002,0
The Banger Sisters ,5.7,Bob Dolman,38068353.0,R,152,94,1600,0,1,1,2002,0
The Santa Clause 2 ,5.7,Michael Lembeck,172855065.0,G,137,87,5400,0,1,3,2002,0
The Four Feathers ,6.5,Michael Lembeck,29882645.0,G,137,87,5400,0,1,3,2002,0
The League of Extraordinary Gentlemen ,5.8,Stephen Norrington,179265204.0,PG-13,852,201,17300,0,0,12,2003,1
The Village ,6.5,M. Night Shyamalan,256697520.0,PG-13,2100,292,25300,0,4,24,2004,1
Torque ,4.1,Joseph Kahn,46546197.0,PG-13,226,91,2800,0,0,4,2004,1
The 40 Year Old Virgin ,7.1,Judd Apatow,177378645.0,R,624,190,41700,0,10,19,2005,1
Fever Pitch ,6.2,Bobby Farrelly,50605163.0,PG-13,220,111,4400,0,0,9,2005,1
The Brothers Grimm ,5.9,Terry Gilliam,105316267.0,PG-13,518,243,11900,0,4,5,2005,1
The Break-Up ,5.8,Peyton Reed,205668210.0,PG-13,533,175,13000,0,3,5,2006,1
The Illusionist ,7.6,Neil Burger,87892388.0,PG-13,716,225,36400,0,11,12,2006,1
The Last King of Scotland ,7.7,Kevin Macdonald,48618191.0,R,384,244,18200,1,49,32,2006,1
The Nanny Diaries ,6.2,Shari Springer Berman,47817020.0,PG-13,94,97,5800,0,1,2,2007,1
The Bourne Ultimatum ,8.0,Paul Greengrass,444100035.0,PG-13,928,336,61900,3,29,42,2007,1
The Simpsons Movie ,7.3,David Silverman,536414293.0,PG-13,882,298,32000,0,5,34,2007,1
The Brothers Bloom ,6.8,Rian Johnson,5530764.0,PG-13,133,187,5000,0,0,3,2008,1
The Happening ,5.0,M. Night Shyamalan,163403799.0,R,1400,358,20200,0,3,10,2008,1
The Incredible Hulk ,6.6,Louis Leterrier,264770996.0,PG-13,879,405,46100,0,1,10,2008,1
The House Bunny ,5.5,Fred Wolf,70439696.0,PG-13,163,133,8200,0,0,2,2008,1
The Spiderwick Chronicles ,6.5,Mark Waters,164170327.0,PG,160,189,9300,0,2,8,2008,1
The Imaginarium of Doctor Parnassus ,6.8,Terry Gilliam,61808775.0,PG-13,262,291,14700,0,5,23,2009,1
The Lovely Bones ,6.7,Peter Jackson,93621340.0,PG-13,744,318,16500,0,10,46,2009,1
The Invention of Lying ,6.4,Ricky Gervais,32406507.0,PG-13,410,200,13600,0,0,1,2009,1
The Men Who Stare at Goats ,6.2,Grant Heslov,69095771.0,R,306,267,13000,0,1,1,2009,1
Tucker and Dale vs Evil ,7.5,Eli Craig,5224938.0,R,340,349,17300,0,10,14,2010,1
Tracker ,6.5,Ian Sharp,54437.0,R,32,11,3900,0,0,1,2010,1
The Losers ,6.3,Sylvain White,29397654.0,PG-13,269,177,9800,0,1,7,2010,1
The A-Team ,6.7,Joe Carnahan,177238796.0,PG-13,430,331,25300,0,2,4,2010,1
Tower Heist ,6.2,Brett Ratner,152930623.0,PG-13,243,242,13900,0,0,3,2011,1
What's the Worst That Could Happen? ,5.5,Tom Hooper,38464131.0,R,792,487,66000,4,108,206,2001,0
The Green Hornet ,5.8,Michel Gondry,227817248.0,PG-13,495,457,15900,0,4,7,2011,1
Take Me Home Tonight ,6.3,Michael Dowse,7550073.0,R,106,141,5300,0,0,1,2011,1
The Guard ,7.3,John Michael McDonagh,19561904.0,R,165,272,8400,0,17,29,2011,1
The Beaver ,6.6,Jodie Foster,7294800.0,PG-13,169,290,4900,0,2,12,2011,1
The Hangover Part II ,6.5,Todd Phillips,586764305.0,R,456,393,48100,0,5,18,2011,1
The Help ,8.0,Tate Taylor,216639112.0,PG-13,622,303,44200,1,79,121,2011,1
Texas Killing Fields ,5.7,Ami Canaan Mann,1271319.0,R,102,119,2000,0,4,3,2011,1
The Cup ,5.6,Ami Canaan Mann,15000000.0,R,102,119,2000,0,4,3,2011,1
The Inbetweeners Movie ,6.7,Ben Palmer,88823111.0,R,138,107,8100,0,2,4,2011,1
The Dilemma ,5.3,Ron Howard,69721966.0,PG-13,152,190,5300,0,0,1,2011,1
The Son of No One ,5.1,Dito Montiel,1091132.0,R,54,60,1700,0,0,1,2011,1
Undercover Brother ,5.9,Malcolm D. Lee,41604473.0,PG-13,197,75,3400,0,1,7,2002,0
Vanilla Sky ,6.9,Cameron Crowe,203388341.0,R,1300,150,25700,0,5,34,2001,0
White Palace ,6.5,Luis Mandoki,17487531.0,R,55,29,800,0,1,1,1990,0
Wayne's World 2 ,6.2,Stephen Surjik,48198019.0,PG-13,97,46,8000,0,0,3,1993,0
What's Eating Gilbert Grape ,7.7,Lasse Hallström,10032765.0,PG-13,389,95,22700,0,8,7,1993,0
Wonderland ,6.6,James Cox,2466444.0,R,166,90,2200,0,0,3,2003,1
Welcome to Mooseport ,5.2,James Cox,14615099.0,R,166,90,2200,0,0,3,2004,1
Win a Date with Tad Hamilton! ,5.6,Robert Luketic,21513434.0,PG-13,155,84,2700,0,0,8,2004,1
Walk the Line ,7.8,James Mangold,186797986.0,PG-13,923,274,24300,1,44,48,2005,1
We Are Marshall ,7.1,McG,43545364.0,PG,190,81,6000,0,0,1,2006,1
We Own the Night ,6.8,James Gray,55033767.0,R,223,217,8700,0,2,7,2007,1
Walk Hard: The Dewey Cox Story ,6.8,Jake Kasdan,20576198.0,R,240,172,7000,0,1,6,2007,1
Women in Trouble ,5.7,Jake Kasdan,18000.0,R,240,172,7000,0,1,6,2009,1
White Irish Drinkers ,6.8,John Gray,31056.0,R,33,26,1800,0,3,3,2010,1
Water for Elephants ,6.9,Francis Lawrence,117094902.0,PG-13,298,279,11400,0,3,13,2011,1
xXx ,5.9,Rob Cohen,277448382.0,PG-13,757,180,17700,0,4,14,2002,0
xXx: State of the Union ,4.5,Lee Tamahori,71022693.0,PG-13,240,53,6900,0,0,1,2005,1
X-Men: The Last Stand ,6.7,Brett Ratner,460435291.0,PG-13,1900,353,49900,0,7,40,2006,1
Youngblood ,6.2,Peter Markle,15448384.0,R,57,36,1400,0,1,0,1986,0
"You, Me and Dupree ",5.6,Anthony Russo,130628903.0,PG-13,202,141,8000,0,3,2,2006,1
You Don't Mess with the Zohan ,5.5,Dennis Dugan,204313400.0,PG-13,454,206,19700,0,2,2,2008,1
Youth in Revolt ,6.4,Miguel Arteta,19651093.0,R,110,189,7400,0,1,1,2009,1
Year One ,4.9,Harold Ramis,62357900.0,PG-13,279,174,9600,0,0,1,2009,1
Your Highness ,5.5,David Gordon Green,28013733.0,R,330,212,10000,0,1,3,2011,1
Zack and Miri Make a Porno ,6.5,Kevin Smith,42784344.0,R,269,252,17600,0,2,4,2008,1
Zookeeper ,5.2,Frank Coraci,169852759.0,PG,151,185,6000,0,1,2,2011,1
200 Cigarettes ,6.0,Risa Bramon Garcia,6852450.0,R,183,72,1500,0,0,2,1999,0
25th Hour ,7.6,Spike Lee,23932055.0,R,488,193,17500,0,4,17,2002,0
50 First Dates ,6.8,Peter Segal,198520934.0,PG-13,557,140,34100,0,6,10,2004,1
30 Minutes or Less ,6.1,Marc Webb,40662632.0,PG-13,690,354,49200,0,17,58,2011,1
3000 Miles to Graceland ,6.0,Demian Lichtenstein,18720175.0,R,427,116,4600,0,0,13,2001,0
2 Fast 2 Furious ,5.9,John Singleton,236350661.0,PG-13,456,122,26500,0,4,13,2003,1
Boat Trip ,4.9,Mort Nathan,15020293.0,R,138,58,3100,0,1,8,2002,0
The Cooler ,6.9,Wayne Kramer,10464788.0,R,226,131,3400,0,9,26,2003,1
Daredevil ,5.3,Mark Steven Johnson,179179718.0,PG-13,100,295,21400,0,5,17,2003,1
Dark Blue ,6.6,Ron Shelton,12150301.0,R,133,75,2200,0,0,4,2002,0
Devil's Pond ,5.4,Ron Shelton,5000000.0,R,133,75,2200,0,0,4,2003,1
Dickie Roberts: Former Child Star ,5.6,Sam Weisman,23769505.0,PG-13,122,70,1400,0,0,2,2003,1
Dreamcatcher ,5.5,Lawrence Kasdan,81240406.0,R,716,189,9100,0,0,5,2003,1
The Fighting Temptations ,5.6,Jonathan Lynn,33972062.0,PG-13,67,40,7100,0,4,11,2003,1
Final Destination 2 ,6.2,David R. Ellis,90941129.0,R,518,177,16000,0,0,4,2003,1
The Omen ,7.5,Richard Donner,60922980.0,R,399,146,11400,1,5,8,1976,0
Unforgiven ,8.2,Clint Eastwood,159157447.0,R,656,138,39500,4,50,47,1992,0
Deliverance ,7.7,John Boorman,4534.0,R,430,146,10400,0,3,15,1972,0
Seppuku ,8.6,Masaki Kobayashi,15222.0,Not Rated,279,83,5000,0,9,2,1962,0
Mississippi Burning ,7.8,Alan Parker,34603943.0,R,224,75,9600,1,17,24,1988,0
Dances with Wolves ,8.0,Kevin Costner,424208848.0,PG-13,514,88,25200,7,51,38,1990,0
Safety Last! ,8.1,Fred C. Newmeyer,121000.0,Not Rated,105,85,2000,0,1,1,1923,0
Raging Bull ,8.2,Martin Scorsese,23402427.0,R,644,154,33800,2,24,28,1980,0
Hotaru no haka ,8.5,Isao Takahata,516962.0,Not Rated,875,135,25600,0,3,0,1988,0
Lion of the Desert ,8.3,Isao Takahata,35000000.0,Not Rated,875,135,25600,0,3,0,1980,0
The Assassination of Jesse James by the Coward Robert Ford ,7.5,Andrew Dominik,15001776.0,R,504,282,17600,0,26,70,2007,1
Dead Man ,7.6,Jim Jarmusch,1037847.0,R,363,119,9400,0,5,14,1995,0
The Sixth Sense ,8.1,M. Night Shyamalan,672806432.0,PG-13,2300,270,94900,0,37,56,1999,0
La ciociara ,7.8,Vittorio De Sica,14062.0,Not Rated,55,38,1100,1,11,3,1960,0
El orfanato ,7.4,J.A. Bayona,78638987.0,R,359,318,15200,0,32,43,2007,1
Apollo 13 ,7.6,Ron Howard,355237933.0,PG,429,166,28300,2,28,59,1995,0
Der Name der Rose ,7.7,Jean-Jacques Annaud,7153487.0,R,188,80,10600,0,17,6,1986,0
Jagten ,8.3,Thomas Vinterberg,15843274.0,R,513,383,30800,0,38,73,2012,1
The Sting ,8.3,George Roy Hill,156000000.0,PG,333,140,25200,7,18,6,1973,0
Sweet Smell of Success ,8.0,Alexander Mackendrick,7704.0,Approved,173,138,3000,0,3,4,1957,0
Rebecca ,8.1,Alfred Hitchcock,72275.0,Approved,383,216,13200,2,7,10,1940,0
Anatomy of a Murder ,8.0,Otto Preminger,11900000.0,Not Rated,256,127,6400,0,12,19,1959,0
Le trou ,8.5,Jacques Becker,34588.0,Not Rated,60,62,1700,0,2,4,1960,0
Bound by Honor ,8.0,Taylor Hackford,4496583.0,R,142,17,3000,0,0,2,1993,0
Lola rennt ,7.7,Tom Tykwer,7267585.0,R,761,203,19500,0,28,21,1998,0
Dersu Uzala ,8.3,Akira Kurosawa,14480.0,G,101,54,2600,1,8,2,1975,0
Witness ,7.4,Peter Weir,68706993.0,R,234,109,9100,2,13,25,1985,0
Double Indemnity ,8.3,Billy Wilder,14190.0,Passed,437,157,15100,0,2,9,1944,0
Miller's Crossing ,7.7,Joel Coen,5080409.0,R,368,159,13200,0,4,16,1990,0
Malcolm X ,7.7,Spike Lee,48169910.0,PG-13,205,87,9100,0,19,24,1992,0
Goya's Ghosts ,6.9,Milos Forman,9448082.0,R,117,101,3000,0,2,5,2006,1
City Lights ,8.5,Charles Chaplin,47017.0,G,318,130,17800,0,3,0,1931,0
Das Cabinet des Dr. Caligari ,8.1,Robert Wiene,8811.0,Not Rated,256,180,6100,0,1,1,1920,0
Underground ,8.1,Emir Kusturica,171082.0,Not Rated,152,50,5700,0,8,11,1995,0
Vivre sa vie: Film en douze tableaux ,8.0,Jean-Luc Godard,24517.0,Not Rated,66,111,3000,0,3,1,1962,0
Laura ,8.0,Otto Preminger,151.0,Passed,301,134,4500,1,5,4,1944,0
Strangers on a Train ,8.0,Alfred Hitchcock,1494.0,PG,359,126,13000,0,2,2,1951,0
Stranger Than Paradise ,7.5,Jim Jarmusch,2436000.0,R,128,76,3700,0,9,3,1984,0
Pred dozhdot ,8.0,Milcho Manchevski,763847.0,Not Rated,76,21,1500,0,30,5,1994,0
Picnic at Hanging Rock ,7.5,Peter Weir,82361.0,PG,256,176,3600,0,4,12,1975,0
Vozvrashchenie ,8.0,Andrey Zvyagintsev,8482993.0,Not Rated,203,116,4500,0,33,19,2003,1
Mystery Train ,7.6,Jim Jarmusch,1544973.0,R,64,63,2700,0,1,8,1989,0
It Happened One Night ,8.1,Frank Capra,325000.0,Passed,326,126,10000,5,11,2,1934,0
Gran Torino ,8.1,Clint Eastwood,269958228.0,R,100,378,74700,0,21,22,2008,1
Angel Heart ,7.3,Alan Parker,17186348.0,X,295,151,8500,0,2,4,1987,0
"They Shoot Horses, Don't They? ",7.9,Sydney Pollack,12600000.0,M,118,65,1900,1,10,25,1969,0
Citizen Kane ,8.3,Orson Welles,1603237.0,PG,1500,273,42600,1,11,13,1941,0
La strada ,8.0,Federico Fellini,17923.0,Not Rated,165,119,6100,1,12,5,1954,0
Die Welle ,7.6,Dennis Gansel,32350637.0,Not Rated,130,102,10600,0,9,8,2008,1
Atonement ,7.8,Joe Wright,131016624.0,R,703,312,26600,1,51,149,2007,1
Chicago ,7.2,Rob Marshall,306776732.0,PG-13,100,224,22300,6,57,129,2002,0
Up ,8.2,Pete Docter,735099102.0,PG,100,423,98500,2,79,87,2009,1
Les diaboliques ,8.1,Henri-Georges Clouzot,12498.0,Not Rated,202,152,6400,0,4,0,1955,0
Freaks ,7.9,Tod Browning,4072.0,Not Rated,292,173,4500,0,2,1,1932,0
Chinjeolhan geumjassi ,7.6,Park Chan-Wook,23834149.0,R,173,226,7600,0,12,13,2005,1
The Pursuit of Happyness ,8.0,Gabriele Muccino,307127625.0,PG-13,877,193,47900,0,12,26,2006,1
Brief Encounter ,8.0,David Lean,107384.0,Not Rated,244,144,3800,0,3,3,1945,0
Caché ,7.3,Michael Haneke,16197824.0,R,405,244,7700,0,29,37,2005,1
Indiana Jones and the Last Crusade ,8.2,Steven Spielberg,474171806.0,PG-13,638,180,72300,1,8,22,1989,0
Persona ,8.1,Ingmar Bergman,90556.0,Not Rated,258,151,11200,0,11,5,1966,0
Layer Cake ,7.3,Matthew Vaughn,11850214.0,R,330,145,17500,0,2,9,2004,1
3 Idiots ,8.4,Rajkumar Hirani,60262836.0,PG-13,848,59,37200,0,63,25,2009,1
After Hours ,7.7,Martin Scorsese,10609321.0,R,256,115,6600,0,3,10,1985,0
The Invisible Man ,7.7,James Whale,27105.0,Approved,231,123,3300,0,4,2,1933,0
The Remains of the Day ,7.8,James Ivory,23237911.0,PG,221,70,7100,0,17,41,1993,0
Ghost Dog: The Way of the Samurai ,7.5,Jim Jarmusch,9380473.0,R,366,169,8900,0,1,8,1999,0
Buffalo '66 ,7.5,Vincent Gallo,2375718.0,R,354,79,5200,0,6,11,1998,0
Bacheha-Ye aseman ,8.3,Majid Majidi,933933.0,PG,198,62,7100,0,13,5,1997,0
Blood Simple ,7.6,Joel Coen,4228292.0,R,341,158,9300,0,6,8,1984,0
"Nosferatu, eine Symphonie des Grauens ",7.9,F.W. Murnau,19054.0,Not Rated,447,219,9300,0,1,2,1922,0
The Apartment ,8.3,Billy Wilder,18778454.0,Approved,378,248,17400,5,24,8,1960,0
The Maltese Falcon ,8.0,John Huston,16511.0,Passed,444,143,15400,0,5,3,1941,0
The Letter ,7.6,William Wyler,16455.0,Not Rated,139,64,1300,0,1,9,1940,0
Kagemusha ,8.0,Akira Kurosawa,4017462.0,PG,117,86,3400,0,20,5,1980,0
Airplane! ,7.7,Jim Abrahams,83453539.0,PG,555,138,22700,0,3,7,1980,0
The Seven Year Itch ,7.1,Billy Wilder,7652.0,Not Rated,156,103,3700,0,2,3,1955,0
Pusher ,7.4,Nicolas Winding Refn,1605.0,Not Rated,71,82,3800,0,1,0,1996,0
The Gold Rush ,8.2,Charles Chaplin,26916.0,Passed,213,128,10700,0,3,3,1925,0
Banshun ,8.3,Yasujirô Ozu,15978.0,Not Rated,84,90,1600,0,5,0,1949,0
Scent of a Woman ,8.0,Martin Brest,134095253.0,R,466,61,28100,1,6,14,1992,0
Frozen ,7.4,Chris Buck,1281508100.0,PG,1200,454,59700,2,81,60,2013,1
The Innocents ,7.8,Jack Clayton,30103.0,Not Rated,248,140,2900,0,3,5,1961,0
Chocolat ,7.2,Lasse Hallström,152699976.0,PG-13,543,93,18500,0,7,36,2000,0
The Count of Monte Cristo ,7.7,Lasse Hallström,75395048.0,PG-13,543,93,18500,0,7,36,2002,0
Sin City ,8.0,Frank Miller,158733820.0,R,1800,391,75300,0,38,54,2005,1
House of Sand and Fog ,7.5,Vadim Perelman,16763804.0,R,494,161,6700,0,13,42,2003,1
The Exorcist ,8.0,William Friedkin,441306145.0,R,1300,233,38200,2,16,17,1973,0
Days of Heaven ,7.8,Terrence Malick,3475702.0,PG,233,128,5600,1,13,12,1978,0
To Kill a Mockingbird ,8.3,Robert Mulligan,599146.0,Approved,592,166,30600,3,14,16,1962,0
Land of the Pharaohs ,6.6,Robert Mulligan,2900000.0,Approved,592,166,30600,3,14,16,1955,0
La battaglia di Algeri ,8.1,Gillo Pontecorvo,964028.0,Not Rated,306,158,5700,0,9,9,1966,0
Leaving Las Vegas ,7.5,Mike Figgis,32029928.0,R,366,107,12000,1,32,29,1995,0
In Bruges ,7.9,Martin McDonagh,34085749.0,R,663,325,40600,0,24,55,2008,1
Les quatre cents coups ,8.1,François Truffaut,127244.0,Not Rated,230,178,11300,0,10,7,1959,0
Iron Man ,7.9,Jon Favreau,585796247.0,PG-13,1400,551,99500,0,21,73,2008,1
La belle et la bête ,7.9,Jean Cocteau,298718.0,Not Rated,148,95,2600,0,1,2,1946,0
Braveheart ,8.3,Mel Gibson,213216216.0,R,1300,155,99500,5,33,34,1995,0
A Man for All Seasons ,7.7,Fred Zinnemann,2000000.0,G,201,86,3400,6,33,9,1966,0
Glory ,7.8,Edward Zwick,26979166.0,R,482,71,13100,3,14,18,1989,0
Repulsion ,7.7,Roman Polanski,33174.0,Not Rated,249,122,5200,0,2,4,1965,0
Der Untergang ,8.2,Oliver Hirschbiegel,92181574.0,R,667,115,34400,0,22,34,2004,1
Ace in the Hole ,8.1,Billy Wilder,2300000.0,Approved,198,127,3400,0,4,3,1951,0
End of Watch ,7.6,David Ayer,55078146.0,R,446,375,23800,0,3,10,2012,1
East of Eden ,7.9,Elia Kazan,24079.0,PG,218,99,4400,1,13,10,1955,0
Eternal Sunshine of the Spotless Mind ,8.3,Michel Gondry,74036715.0,R,1900,311,95700,1,73,111,2004,1
Catch Me If You Can ,8.1,Steven Spielberg,352114312.0,PG-13,936,212,90100,0,16,46,2002,0
The Third Man ,8.1,Carol Reed,1226797.0,Approved,502,207,16600,1,5,4,1949,0
Casablanca ,8.5,Michael Curtiz,4376287.0,PG,1400,212,54700,3,10,9,1942,0
Wait Until Dark ,7.8,Terence Young,3000000.0,Not Rated,210,77,3000,0,0,5,1967,0
Up in the Air ,7.4,Jason Reitman,166842739.0,R,561,416,32800,0,75,171,2009,1
In a Lonely Place ,8.0,Nicholas Ray,21493.0,Not Rated,211,122,3000,0,3,0,1950,0
Rosemary's Baby ,8.0,Roman Polanski,2300000.0,Approved,617,278,20600,1,11,12,1968,0
Once Upon a Time in America ,8.3,Sergio Leone,5473337.0,R,762,138,33300,0,12,12,1984,0
Les choristes ,7.9,Christophe Barratier,88385944.0,PG-13,131,125,6000,0,12,24,2004,1
Stalingrad ,7.5,Joseph Vilsmaier,152972.0,Not Rated,171,33,3400,0,3,1,1993,0
Dalkomhan insaeng ,7.5,Jee-woon Kim,10080094.0,Not Rated,100,91,3900,0,7,6,2005,1
Bound ,7.3,Lana Wachowski,3802260.0,R,235,140,5400,0,8,13,1996,0
Celda 211 ,7.6,Daniel Monzón,19305314.0,R,1600,128,1100000,0,44,27,2009,1
Kind Hearts and Coronets ,8.0,Robert Hamer,145583.0,Not Rated,164,116,3600,0,4,3,1949,0
Changeling ,7.7,Clint Eastwood,113398237.0,R,480,280,24800,0,14,55,2008,1
There's Something About Mary ,7.1,Bobby Farrelly,369884651.0,R,668,162,30200,0,17,17,1998,0
The Train ,7.8,John Frankenheimer,6700000.0,Not Rated,166,97,1600,0,1,3,1964,0
Psycho ,8.5,Alfred Hitchcock,32041845.0,R,1400,250,63800,0,7,14,1960,0
Notorious ,8.0,Alfred Hitchcock,113061.0,Not Rated,369,154,9800,0,3,3,1946,0
Blow Out ,7.4,Brian De Palma,12000754.0,R,220,124,5000,0,0,2,1981,0
Ascenseur pour l'échafaud ,8.0,Louis Malle,431784.0,Not Rated,116,137,2400,0,1,0,1958,0
Das Leben der Anderen ,8.4,Florian Henckel von Donnersmarck,77356942.0,R,541,228,37600,1,80,38,2006,1
Fargo ,8.1,Joel Coen,60611975.0,R,100,243,64900,2,83,58,1996,0
The Kid ,8.3,Charles Chaplin,39860.0,Passed,222,117,12100,0,2,0,1921,0
Smultronstället ,8.2,Ingmar Bergman,14524.0,Not Rated,211,106,10300,0,18,4,1957,0
'Breaker' Morant ,7.9,Bruce Beresford,800000.0,PG,108,60,1300,0,13,8,1980,0
Intouchables ,8.5,Olivier Nakache,426588510.0,R,723,331,80600,0,38,40,2011,1
Eastern Promises ,7.6,David Cronenberg,56107312.0,R,449,294,23600,0,28,74,2007,1
The Miracle Worker ,8.1,Arthur Penn,4139.0,Approved,108,50,1800,2,11,12,1962,0
Cat on a Hot Tin Roof ,8.0,Richard Brooks,3000000.0,Not Rated,183,88,4800,0,3,16,1958,0
No Country for Old Men ,8.1,Ethan Coen,171627166.0,R,200,530,91200,4,163,140,2007,1
The General ,8.1,Clyde Bruckman,750000.0,Passed,320,121,8800,0,2,1,1926,0
All the President's Men ,8.0,Alan J. Pakula,70600000.0,PG,274,157,11100,4,17,21,1976,0
The Lion in Winter ,7.9,Anthony Harvey,18177.0,PG,197,72,3100,3,15,18,1968,0
Barry Lyndon ,8.1,Stanley Kubrick,198992.0,PG,506,116,16000,4,19,15,1975,0
Rain Man ,8.0,Barry Levinson,354825435.0,R,490,102,49300,4,26,23,1988,0
"Lock, Stock and Two Smoking Barrels ",8.2,Guy Ritchie,3753929.0,R,621,119,55900,0,13,9,1998,0
